genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
MK_I5_S101_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_I8_S104_metawrap_bin_reassembly_original_bins_bin.4.fa,41_1,0.010000000000000009,average,ANImf,41
MK_J4_S112_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_L9_S16_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_O5_S48_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_P10_S65_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_P5_S60_metawrap_bin_reassembly_original_bins_bin.1.fa,41_1,0.010000000000000009,average,ANImf,41
MK_Q5_S72_metawrap_bin_reassembly_original_bins_bin.3.fa,41_1,0.010000000000000009,average,ANImf,41
MK_R5_S84_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_T5_S108_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID009_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID009_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID009_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID009_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID010_merged_T3_metawrap_bin_reassembly_original_bins_bin.1.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID011_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID011_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID011_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID012_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID012_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID012_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID012_merged_T5_metawrap_bin_reassembly_original_bins_bin.2.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID013_merged_T1_metawrap_bin_reassembly_original_bins_bin.4.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID014_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID020_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID020_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID020_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID020_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID026_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID029_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID036_merged_T5_metawrap_bin_reassembly_original_bins_bin.3.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID036_merged_T6_metawrap_bin_reassembly_original_bins_bin.2.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID037_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID037_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID037_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID037_merged_T5_metawrap_bin_reassembly_original_bins_bin.1.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID037_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID043_merged_T3_metawrap_bin_reassembly_original_bins_bin.6.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID043_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID048_merged_T5_metawrap_bin_reassembly_original_bins_bin.5.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID050_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID050_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID053_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID053_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID053_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID054_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID054_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID054_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID115_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID124_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID124_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_TG_ID124_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
MK_k9_S4_metawrap_bin_reassembly_original_bins_bin.5.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID009_MG_T3_S152_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID009_ML_T1_S139_metawrap_bin_reassembly_original_bins_bin.7.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID009_ML_T2_S296_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID009_ML_T6_S28_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID011_ML_T3_S113_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID011_ML_T6_S52_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID012_ML_T1_S367_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID012_ML_T2_S308_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID012_ML_T4_S140_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID013_MG_T1_S373_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID014_ML_T3_S81_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID020_ML_T1_S142_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID020_ML_T2_S300_metawrap_bin_reassembly_original_bins_bin.5.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID020_ML_T4_S144_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID026_ML_T2_S157_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID029_MG_T3_S142_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID032_ML_T2_S324_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID036_MG_T6_S91_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID036_ML_T5_S149_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID037_MG_T6_S69_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID037_ML_T2_S173_metawrap_bin_reassembly_original_bins_bin.6.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID037_ML_T3_S185_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID037_ML_T4_S30_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID037_ML_T5_S57_metawrap_bin_reassembly_original_bins_bin.1.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID043_ML_T2_S186_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID043_ML_T3_S175_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID043_ML_T6_S174_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID048_ML_T5_S31_metawrap_bin_reassembly_original_bins_bin.5.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID048_ML_T6_S55_metawrap_bin_reassembly_original_bins_bin.2.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID050_ML_T2_S144_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID050_ML_T3_S156_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID053_MG_T2_S371_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID053_ML_T3_S113_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID053_ML_T5_S114_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID053_ML_T6_S115_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID054_ML_T3_S360_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID054_ML_T5_S10_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID054_ML_T6_S34_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID079_WG_T2_S128_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID107_WL_T5_S111_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID115_ML_T6_S127_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID124_ML_T2_S159_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID124_ML_T3_S160_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
TG_ID124_ML_T5_S161_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,41_1,0.010000000000000009,average,ANImf,41
WK001T_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
WK001_metawrap_bin_reassembly_original_bins_bin.8.fa,41_1,0.010000000000000009,average,ANImf,41
WK_TG_ID079_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,41_1,0.010000000000000009,average,ANImf,41
WK_TG_ID107_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_1,0.010000000000000009,average,ANImf,41
WK014_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,41_2,0.010000000000000009,average,ANImf,41
MK001_A_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,41_3,0.010000000000000009,average,ANImf,41
MK056_Swe_metawrap_bin_reassembly_original_bins_bin.2.fa,41_3,0.010000000000000009,average,ANImf,41
MK_G12_S84_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_3,0.010000000000000009,average,ANImf,41
MK_R12_S91_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,41_3,0.010000000000000009,average,ANImf,41
WK018_metawrap_bin_reassembly_original_bins_bin.17.fa,41_4,0.010000000000000009,average,ANImf,41
WK063_metawrap_bin_reassembly_original_bins_bin.1.fa,41_4,0.010000000000000009,average,ANImf,41
WK032_metawrap_bin_reassembly_original_bins_bin.8.fa,41_5,0.010000000000000009,average,ANImf,41
WK048_metawrap_bin_reassembly_reassembled_bins_bin.13.strict.fa,41_6,0.010000000000000009,average,ANImf,41
MK041_ISR_metawrap_bin_reassembly_original_bins_bin.1.fa,41_7,0.010000000000000009,average,ANImf,41
WK005_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,41_8,0.010000000000000009,average,ANImf,41
WK033_metawrap_bin_reassembly_original_bins_bin.2.fa,41_9,0.010000000000000009,average,ANImf,41
WK056_metawrap_bin_reassembly_original_bins_bin.3.fa,41_10,0.010000000000000009,average,ANImf,41
WK039_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,41_11,0.010000000000000009,average,ANImf,41
WK051_metawrap_bin_reassembly_original_bins_bin.8.fa,41_12,0.010000000000000009,average,ANImf,41
WK053_metawrap_bin_reassembly_original_bins_bin.3.fa,41_12,0.010000000000000009,average,ANImf,41
WK054_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,41_12,0.010000000000000009,average,ANImf,41
WK009_metawrap_bin_reassembly_reassembled_bins_bin.13.permissive.fa,41_13,0.010000000000000009,average,ANImf,41
WK011_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,41_13,0.010000000000000009,average,ANImf,41
WK021_metawrap_bin_reassembly_original_bins_bin.4.fa,41_13,0.010000000000000009,average,ANImf,41
WK030_metawrap_bin_reassembly_original_bins_bin.6.fa,41_13,0.010000000000000009,average,ANImf,41
WK034_metawrap_bin_reassembly_original_bins_bin.9.fa,41_13,0.010000000000000009,average,ANImf,41
WK058_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,41_13,0.010000000000000009,average,ANImf,41
TG_ID110_WG_T3_S20_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,41_14,0.010000000000000009,average,ANImf,41
WK032_metawrap_bin_reassembly_reassembled_bins_bin.12.strict.fa,42_0,0.010000000000000009,average,ANImf,42
WK003_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,43_1,0.010000000000000009,average,ANImf,43
WK018_metawrap_bin_reassembly_original_bins_bin.15.fa,43_1,0.010000000000000009,average,ANImf,43
WK019_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,43_1,0.010000000000000009,average,ANImf,43
WK028_metawrap_bin_reassembly_original_bins_bin.1.fa,43_1,0.010000000000000009,average,ANImf,43
WK044_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,43_1,0.010000000000000009,average,ANImf,43
WK013_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,43_2,0.010000000000000009,average,ANImf,43
TG_ID110_WG_T1_S166_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,44_1,0.010000000000000009,average,ANImf,44
TG_ID110_WG_T4_S21_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,44_1,0.010000000000000009,average,ANImf,44
TG_ID110_WL_T2_S177_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,44_1,0.010000000000000009,average,ANImf,44
WK050_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,44_1,0.010000000000000009,average,ANImf,44
WK_TG_ID110_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,44_1,0.010000000000000009,average,ANImf,44
WK_TG_ID110_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,44_1,0.010000000000000009,average,ANImf,44
WK_TG_ID110_merged_T4_metawrap_bin_reassembly_original_bins_bin.4.fa,44_1,0.010000000000000009,average,ANImf,44
WK044_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,44_2,0.010000000000000009,average,ANImf,44
WK046_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,44_2,0.010000000000000009,average,ANImf,44
WK001T_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,44_3,0.010000000000000009,average,ANImf,44
WK001_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,44_4,0.010000000000000009,average,ANImf,44
WK064_metawrap_bin_reassembly_original_bins_bin.7.fa,44_5,0.010000000000000009,average,ANImf,44
WK029_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,44_6,0.010000000000000009,average,ANImf,44
WK033_metawrap_bin_reassembly_original_bins_bin.3.fa,44_7,0.010000000000000009,average,ANImf,44
TG_ID058_WL_T1_S376_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,45_1,0.010000000000000009,average,ANImf,45
TG_ID060_WL_T2_S187_metawrap_bin_reassembly_original_bins_bin.5.fa,45_1,0.010000000000000009,average,ANImf,45
TG_ID096_WL_T2_S46_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,45_1,0.010000000000000009,average,ANImf,45
WK_TG_ID058_merged_T1_metawrap_bin_reassembly_original_bins_bin.2.fa,45_1,0.010000000000000009,average,ANImf,45
WK_TG_ID060_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,45_1,0.010000000000000009,average,ANImf,45
WK_TG_ID096_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,45_1,0.010000000000000009,average,ANImf,45
TG_ID058_WL_T3_S48_metawrap_bin_reassembly_original_bins_bin.3.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID086_WG_T2_S356_metawrap_bin_reassembly_original_bins_bin.13.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID086_WG_T3_S135_metawrap_bin_reassembly_original_bins_bin.2.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID089_WL_T3_S124_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID089_WL_T4_S50_metawrap_bin_reassembly_original_bins_bin.4.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID089_WL_T5_S78_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID092_WG_T5_S82_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,45_2,0.010000000000000009,average,ANImf,45
TG_ID103_WL_T5_S24_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID058_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID086_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID086_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.26.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID089_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID089_merged_T4_metawrap_bin_reassembly_original_bins_bin.1.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID089_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID092_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,45_2,0.010000000000000009,average,ANImf,45
WK_TG_ID103_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,45_2,0.010000000000000009,average,ANImf,45
WK029_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,45_3,0.010000000000000009,average,ANImf,45
WK001T_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,45_4,0.010000000000000009,average,ANImf,45
TG_ID061_WL_T2_S309_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,45_5,0.010000000000000009,average,ANImf,45
WK006_metawrap_bin_reassembly_original_bins_bin.7.fa,45_6,0.010000000000000009,average,ANImf,45
TG_AP_T1_WL_0AE_S350_metawrap_bin_reassembly_original_bins_bin.9.fa,46_1,0.010000000000000009,average,ANImf,46
TG_AP_T2_WL_0AE_S303_metawrap_bin_reassembly_original_bins_bin.2.fa,46_1,0.010000000000000009,average,ANImf,46
TG_BR_T1_WL_0AE_S362_metawrap_bin_reassembly_original_bins_bin.8.fa,46_1,0.010000000000000009,average,ANImf,46
TG_BR_T1_WL_0AN_S363_metawrap_bin_reassembly_original_bins_bin.9.fa,46_1,0.010000000000000009,average,ANImf,46
TG_FG_T1_WL_0AE_S326_metawrap_bin_reassembly_original_bins_bin.5.fa,46_1,0.010000000000000009,average,ANImf,46
TG_FG_T2_WL_0AE_S374_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_FL_T1_WL_0AE_S338_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_FL_T1_WL_0AN_S339_metawrap_bin_reassembly_original_bins_bin.6.fa,46_1,0.010000000000000009,average,ANImf,46
TG_FL_T2_WL_0AE_S291_metawrap_bin_reassembly_original_bins_bin.5.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID056_WG_T2_S35_metawrap_bin_reassembly_original_bins_bin.6.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID056_WL_T3_S71_metawrap_bin_reassembly_original_bins_bin.6.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID058_WL_T1_S376_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID060_WG_T3_S97_metawrap_bin_reassembly_reassembled_bins_bin.12.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID060_WL_T2_S187_metawrap_bin_reassembly_original_bins_bin.3.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID061_WL_T2_S309_metawrap_bin_reassembly_original_bins_bin.4.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID062_WG_T1_S128_metawrap_bin_reassembly_original_bins_bin.13.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID062_WL_T2_S321_metawrap_bin_reassembly_original_bins_bin.6.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID062_WL_T3_S98_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID082_WL_T1_S305_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID082_WL_T2_S345_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID082_WL_T3_S400_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID082_WL_T4_S84_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID082_WL_T5_S405_metawrap_bin_reassembly_original_bins_bin.4.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID083_WL_T1_S317_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID084_WL_T1_S329_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID085_WL_T2_S298_metawrap_bin_reassembly_original_bins_bin.1.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID087_WL_T1_S365_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID088_WL_T1_S377_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID088_WL_T2_S346_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID089_WL_T3_S124_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID096_WL_T5_S92_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID107_WL_T2_S87_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID107_WL_T3_S88_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID110_WG_T1_S166_metawrap_bin_reassembly_original_bins_bin.4.fa,46_1,0.010000000000000009,average,ANImf,46
TG_ID113_WL_T3_S73_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,46_1,0.010000000000000009,average,ANImf,46
WK_TG_AP_T1_merged_0AE_metawrap_bin_reassembly_original_bins_bin.9.fa,46_1,0.010000000000000009,average,ANImf,46
WK_TG_AP_T2_merged_0AE_metawrap_bin_reassembly_original_bins_bin.2.fa,46_1,0.010000000000000009,average,ANImf,46
WK_TG_BR_T1_merged_0AE_metawrap_bin_reassembly_original_bins_bin.8.fa,46_1,0.010000000000000009,average,ANImf,46
WK_TG_BR_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,46_1,0.010000000000000009,average,ANImf,46
