sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
TG_ID084_WL_T5_S53,2.19549,4.81938e-06,6.74713e-05,0.00428925,0.0149112,0.000404828,0.000559048,4.81938e-06,4.81938e-06,0.000400009,0.00118557,0.000356634,0.0113159,0.000212053,NA,0.0580783,0.000718088,0.000433744,0.000578326,0.000679533,2.89163e-05,0.00264584,3.8555e-05,0.000303621,0.000592784,0.000110846,0.000120484,0.0028097,0.000106026,0.000178317,0.000626519,9.63876e-06,NA,2.40969e-05,6.26519e-05,0.0016916,0.00163377,0.00054459,0.000144581,0.000457841,5.30132e-05,0.000457841,0.00333983,4.81938e-06,0.00015904,0.000539771,1.44581e-05,0.00203378,0.000486757,0.000486757,0.000168678,0.000539771,0.000848211,NA,1.44581e-05,0.00124822,0.000708449,0.000134943,0.000573506,0.000187956,0.000216872,0.000751823,0.000120484,NA,0.000139762,2.89163e-05,NA,0.00085303,4.81938e-06,0.000848211,NA,0.000120484,0.00015422,0.000708449,3.8555e-05,7.22907e-05,0.000761462,5.30132e-05,0.000568687,0.000187956,0.000419286,0.000342176,NA,NA,NA,0.000226511,0.000269885,NA,9.15682e-05,1.92775e-05,0.17424,0.000197595,0.000115665,NA,0.000168678,6.74713e-05,0.000115665,NA,4.81938e-06,3.8555e-05,0.000669894,4.81938e-05,7.22907e-05,NA,1.92775e-05,NA,4.81938e-06,NA,4.81938e-06,NA,NA,NA,NA,1.92775e-05,9.63876e-06,NA,NA,NA,NA,NA,NA,6.26519e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WL_T4_S149,10.1064,0.000174011,NA,8.70054e-05,0.0192572,0.0125578,0.000522033,NA,NA,0.000986062,0.0243325,0.00130508,0.0520003,0.000116007,NA,0.00124708,0.000493031,0.00101506,0.00176911,0.00116007,5.80036e-05,0.00301619,NA,0.000203013,0.000377024,NA,2.90018e-05,0.00426327,NA,5.80036e-05,0.000783049,NA,5.80036e-05,NA,NA,0.00214613,0.00217514,0.000812051,2.90018e-05,5.80036e-05,NA,0.000290018,0.00330621,2.90018e-05,0.000116007,0.000377024,0.000203013,0.00113107,0.000261016,0.000377024,0.0015371,0.000609038,0.000145009,NA,8.70054e-05,0.00031902,0.000667042,5.80036e-05,0.000348022,8.70054e-05,8.70054e-05,0.000667042,5.80036e-05,NA,0.000232015,5.80036e-05,NA,0.00116007,2.90018e-05,0.000609038,NA,NA,5.80036e-05,0.00133408,NA,2.90018e-05,0.000406025,8.70054e-05,0.000435027,0.000174011,0.000406025,0.000261016,5.80036e-05,NA,NA,NA,0.000290018,5.80036e-05,0.000232015,8.70054e-05,0.00362523,2.90018e-05,2.90018e-05,NA,8.70054e-05,5.80036e-05,2.90018e-05,0.000232015,5.80036e-05,2.90018e-05,0.00101506,0.000116007,0.000116007,2.90018e-05,NA,NA,NA,NA,8.70054e-05,NA,2.90018e-05,NA,NA,NA,5.80036e-05,NA,2.90018e-05,NA,NA,NA,NA,0.000145009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WL_T3_S158,0.000564091,NA,NA,0.000141023,0.00930749,0.000987158,0.000423068,NA,NA,NA,0.00155125,0.000423068,0.000564091,NA,NA,0.000282045,0.000705113,0.0012692,0.00112818,0.000564091,NA,0.00846136,0.000282045,0.000141023,NA,NA,NA,0.0104357,0.000141023,NA,0.000846136,NA,NA,NA,NA,0.000846136,0.00253841,0.000705113,0.000141023,0.000423068,NA,0.000564091,0.00169227,NA,NA,0.000423068,NA,0.00155125,0.000141023,0.000282045,NA,0.000564091,0.000846136,NA,0.000141023,0.000141023,0.000141023,NA,0.000423068,NA,NA,0.000282045,0.000282045,NA,NA,NA,NA,0.000423068,NA,0.00112818,NA,0.000141023,NA,0.00155125,0.000141023,0.000141023,0.00141023,NA,0.000423068,0.000282045,0.000705113,0.000141023,NA,NA,NA,0.000141023,0.000846136,NA,0.000141023,NA,0.000705113,NA,NA,NA,0.000141023,NA,0.000423068,0.000423068,NA,NA,0.000141023,NA,0.000282045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000141023,0.000282045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WL_T2_S369,0.000208787,NA,5.64289e-06,1.69287e-05,0.034715,0.00133736,5.64289e-05,NA,NA,3.38573e-05,0.00372995,3.38573e-05,0.000349859,1.69287e-05,NA,0.000169287,0.000169287,0.0208053,3.38573e-05,3.95002e-05,6.20717e-05,0.000445788,5.64289e-06,3.38573e-05,5.0786e-05,NA,2.25715e-05,0.000355502,5.64289e-06,1.69287e-05,3.38573e-05,NA,NA,NA,5.64289e-06,8.46433e-05,0.000203144,0.00263523,5.64289e-06,3.38573e-05,5.64289e-06,2.25715e-05,0.000479645,2.25715e-05,2.82144e-05,5.0786e-05,NA,0.000141072,4.51431e-05,4.51431e-05,1.12858e-05,3.38573e-05,2.25715e-05,NA,1.12858e-05,0.000124143,5.64289e-05,1.69287e-05,5.0786e-05,2.25715e-05,1.12858e-05,4.51431e-05,NA,NA,1.69287e-05,NA,NA,0.0126175,NA,9.02862e-05,NA,1.69287e-05,1.12858e-05,3.95002e-05,NA,NA,5.64289e-05,NA,2.25715e-05,1.12858e-05,1.12858e-05,3.38573e-05,0.000299073,NA,NA,1.69287e-05,7.90004e-05,NA,NA,NA,0.000428859,5.64289e-06,NA,NA,5.64289e-06,5.64289e-06,NA,0.000208787,NA,NA,0.00106086,NA,2.82144e-05,NA,NA,NA,NA,NA,1.12858e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64289e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WL_T1_S329,0.000721926,0.000119678,7.72114e-05,0.000108096,0.00598002,0.000710345,0.00060997,NA,0.000521177,0.00147088,0.00135892,0.000216192,0.000254798,0.000193028,4.24663e-05,0.0010964,1.19188,3.86057e-05,0.000934258,0.000563643,0.00134734,0.00155195,0.00047485,0.000254798,0.000675599,0.000312706,1.93028e-05,0.00168321,0.000212331,0.000297264,0.000528898,NA,3.08845e-05,2.7024e-05,0.000258658,0.00257114,0.00172567,0.000459408,NA,0.000362893,0.000216192,0.000239355,0.000173726,0.000115817,0.000227774,0.000289543,7.72114e-06,0.00235881,0.000428523,0.000463268,0.000297264,0.000447826,0.0013898,3.86057e-05,0.000220052,0.00160986,0.0010578,8.87931e-05,0.000660157,0.000304985,0.000227774,0.000378336,0.000181447,7.72114e-06,0.000142841,0.000289543,3.86057e-06,NA,0.000154423,0.000691042,NA,3.47451e-05,0.000185307,0.00380266,0.000397639,8.10719e-05,0.000664018,0.000154423,0.000907234,0.000289543,0.000181447,3.86057e-05,NA,9.65142e-05,5.79085e-05,0.000347451,0.00194573,3.86057e-06,0.000254798,0.000231634,0.003544,0.000108096,8.49325e-05,NA,0.00108482,3.86057e-06,0.000328148,NA,7.72114e-06,0.000123538,3.86057e-06,0.000443965,0.000115817,3.86057e-06,8.10719e-05,NA,3.86057e-06,8.49325e-05,5.79085e-05,7.72114e-06,3.47451e-05,NA,2.7024e-05,3.08845e-05,4.63268e-05,7.33508e-05,NA,NA,NA,3.86057e-06,NA,0.000100375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T6_S133,2.06935,NA,0.000152431,0.00950151,0.0156495,0.000660533,0.000406482,NA,NA,0.000863773,0.00182917,0.000152431,0.0114831,0.000152431,NA,0.0383617,0.000914583,0.000203241,0.00106701,0.000609722,5.08102e-05,0.0049794,5.08102e-05,0.000304861,0.000965394,0.000203241,0.000203241,0.00518264,0.000355671,5.08102e-05,0.000508102,5.08102e-05,0.00010162,0.00010162,NA,0.00223565,0.00243889,0.000965394,0.00010162,0.000457292,0.000203241,0.000254051,0.00325185,5.08102e-05,0.000254051,0.000558912,NA,0.00218484,0.000355671,0.000914583,0.000254051,0.000863773,0.00127025,NA,0.00010162,0.00157512,0.000914583,0.000203241,0.000355671,0.000203241,0.000152431,0.000965394,0.000254051,NA,0.00010162,NA,NA,0.000711343,5.08102e-05,0.000558912,NA,0.000152431,5.08102e-05,0.000812963,0.000152431,5.08102e-05,0.00106701,5.08102e-05,0.000762153,0.00010162,0.000508102,0.000457292,NA,NA,NA,0.00010162,0.000558912,NA,0.000203241,NA,0.124536,5.08102e-05,NA,NA,0.000152431,0.000152431,0.000254051,NA,0.00010162,5.08102e-05,0.000609722,NA,0.000304861,NA,NA,NA,NA,5.08102e-05,0.00010162,NA,0.00010162,NA,NA,5.08102e-05,0.00010162,NA,NA,NA,NA,5.08102e-05,NA,0.000152431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T5_S41,1.79357,NA,NA,0.00371154,0.0100386,0.00074729,0.000672561,NA,NA,0.000647651,0.0012953,0.000249097,0.00968986,0.000199277,NA,0.0319093,0.000772199,4.98193e-05,0.00134512,0.00069747,0.000124548,0.0101382,7.4729e-05,0.000373645,0.000373645,0.000124548,9.96386e-05,0.0149209,4.98193e-05,4.98193e-05,0.000672561,4.98193e-05,4.98193e-05,NA,0.000149458,0.00236642,0.00278988,0.00107112,2.49097e-05,0.000423464,4.98193e-05,0.000199277,0.00211732,4.98193e-05,0.000298916,0.00112093,NA,0.00328807,0.000498193,0.000647651,0.000174368,0.00069747,0.000647651,2.49097e-05,4.98193e-05,0.000423464,0.000797109,0.000348735,0.000498193,0.000274006,0.000323826,0.000822019,0.000274006,NA,0.000348735,2.49097e-05,NA,0.000523103,9.96386e-05,0.00117075,NA,2.49097e-05,4.98193e-05,0.00074729,9.96386e-05,0.000274006,0.0017935,0.000274006,0.000473284,0.000149458,0.000298916,0.000647651,2.49097e-05,NA,4.98193e-05,0.000224187,0.000846928,NA,0.000448374,9.96386e-05,0.112791,2.49097e-05,4.98193e-05,NA,0.000174368,9.96386e-05,0.000298916,NA,NA,4.98193e-05,0.000249097,NA,0.00072238,NA,NA,NA,NA,NA,9.96386e-05,NA,4.98193e-05,NA,NA,2.49097e-05,2.49097e-05,NA,NA,NA,NA,NA,NA,9.96386e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T4_S132,1.09224,4.82332e-05,NA,0.000627032,0.0147594,0.0161581,0.0015917,0.0001447,NA,0.000627032,0.0259977,0.00168816,0.00573975,0.000289399,NA,0.0001447,0.001447,0.000434099,0.00274929,0.00120583,0.0001447,0.0195344,0.0001447,0.00106113,0.00154346,9.64664e-05,4.82332e-05,0.0270588,9.64664e-05,4.82332e-05,0.001447,4.82332e-05,9.64664e-05,NA,0.0001447,0.00381042,0.00689735,0.00472685,4.82332e-05,0.00110936,NA,0.000192933,0.00110936,4.82332e-05,0.000868197,0.00168816,NA,0.00602915,0.00106113,0.00217049,0.000530565,0.00173639,0.000482332,NA,0.000337632,0.000771731,0.00327986,0.000723498,0.000627032,0.000337632,0.000723498,0.00168816,0.00110936,NA,0.000868197,NA,NA,NA,9.64664e-05,0.00202579,NA,NA,0.0001447,0.00183286,4.82332e-05,0.000337632,0.00250813,0.000675265,0.000819964,0.000723498,0.00178463,0.0010129,9.64664e-05,NA,NA,4.82332e-05,0.0015917,4.82332e-05,0.0010129,NA,0.000482332,NA,NA,NA,NA,0.000289399,0.000385866,NA,NA,0.0001447,4.82332e-05,0.0001447,0.000578798,NA,NA,NA,NA,NA,0.000385866,NA,NA,NA,NA,NA,0.000192933,NA,NA,NA,NA,4.82332e-05,4.82332e-05,4.82332e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T3_S146,0.000123419,NA,NA,1.43511e-05,0.000289892,5.74043e-06,2.00915e-05,NA,NA,2.87021e-05,0.000117679,2.87021e-06,0.000789309,1.14809e-05,NA,0.00226747,0.00740228,1.43511e-05,2.87021e-05,6.60149e-05,2.87021e-06,0.000198045,NA,8.61064e-06,2.87021e-05,NA,2.87021e-06,0.000200915,8.61064e-06,5.74043e-06,4.0183e-05,NA,NA,NA,NA,8.32362e-05,0.00518935,0.000849583,1.14809e-05,4.30532e-05,NA,2.87021e-05,1.14809e-05,NA,2.00915e-05,6.88851e-05,NA,0.00013203,3.73128e-05,3.15724e-05,NA,4.0183e-05,3.15724e-05,5.74043e-06,5.74043e-06,0.000120549,5.16639e-05,5.74043e-06,4.87936e-05,8.61064e-06,1.14809e-05,3.15724e-05,8.61064e-06,NA,5.74043e-06,NA,NA,NA,NA,7.17554e-05,NA,5.74043e-06,8.61064e-06,4.0183e-05,NA,8.61064e-06,0.00012916,NA,0.000255449,2.87021e-06,3.15724e-05,5.74043e-06,NA,NA,NA,1.14809e-05,2.29617e-05,NA,1.14809e-05,5.74043e-06,0.00812271,1.14809e-05,2.87021e-06,NA,4.59234e-05,NA,NA,NA,NA,NA,NA,NA,2.87021e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74043e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T2_S381,0.00230785,3.7958e-06,NA,NA,0.000201178,3.03664e-05,7.59161e-06,NA,NA,1.13874e-05,0.000208769,3.03664e-05,0.00121845,1.8979e-05,NA,0.00061492,0.00595182,1.51832e-05,1.13874e-05,3.03664e-05,NA,0.000132853,NA,NA,1.51832e-05,NA,NA,0.000102487,3.7958e-06,3.7958e-06,5.31413e-05,NA,NA,NA,NA,4.93455e-05,0.00504083,0.000504842,7.59161e-06,1.8979e-05,NA,7.59161e-06,NA,NA,3.7958e-06,1.8979e-05,NA,7.21203e-05,6.45287e-05,1.51832e-05,1.51832e-05,1.8979e-05,2.65706e-05,NA,NA,6.83245e-05,4.55497e-05,7.59161e-06,3.41622e-05,3.7958e-06,3.7958e-06,7.59161e-06,NA,NA,1.13874e-05,NA,NA,1.51832e-05,NA,6.07329e-05,NA,NA,3.7958e-06,2.27748e-05,NA,3.7958e-06,0.000132853,NA,0.000261911,NA,1.13874e-05,NA,7.59161e-06,NA,NA,1.13874e-05,NA,NA,NA,NA,0.00167015,1.13874e-05,1.51832e-05,NA,0.000227748,NA,7.59161e-06,NA,NA,NA,NA,3.7958e-06,1.51832e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID084_WG_T1_S354,0.000324706,9.27732e-06,9.27732e-05,4.63866e-05,0.00115966,3.71093e-05,0.000157714,NA,0.000417479,0.000166992,0.000166992,5.56639e-05,0.000111328,4.63866e-05,NA,0.000918455,12.5555,9.27732e-06,0.000194824,0.000120605,0.000909177,0.000565916,7.42186e-05,1.85546e-05,0.00013916,0.00027832,9.27732e-06,0.00065869,1.85546e-05,9.27732e-06,0.000129882,NA,NA,9.27732e-06,4.63866e-05,0.00038037,0.000463866,0.000306152,NA,9.27732e-05,1.85546e-05,8.34959e-05,1.85546e-05,1.85546e-05,4.63866e-05,0.000111328,1.85546e-05,0.00114111,2.7832e-05,5.56639e-05,0.000148437,5.56639e-05,0.000194824,NA,4.63866e-05,8.34959e-05,0.000361815,6.49412e-05,3.71093e-05,NA,2.7832e-05,6.49412e-05,9.27732e-06,NA,3.71093e-05,5.56639e-05,NA,NA,0.000120605,0.000111328,NA,2.7832e-05,9.27732e-06,0.000723631,0.000454589,NA,0.000157714,NA,0.000102051,9.27732e-06,2.7832e-05,9.27732e-06,NA,NA,2.7832e-05,9.27732e-06,0.000306152,NA,5.56639e-05,6.49412e-05,0.00205029,NA,0.000770017,NA,0.0401986,NA,0.00038037,NA,NA,1.85546e-05,NA,3.71093e-05,1.85546e-05,NA,NA,NA,9.27732e-06,1.85546e-05,4.63866e-05,NA,9.27732e-06,NA,NA,NA,9.27732e-06,9.27732e-06,NA,NA,NA,NA,NA,2.7832e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WL_T5_S29,0.00194182,5.36415e-06,0.00034867,0.00112111,0.00482237,0.000160925,0.00117475,NA,0.000101919,0.000101919,0.000643698,5.90057e-05,0.00166289,3.75491e-05,5.36415e-06,0.110287,0.00145368,2.14566e-05,0.0022744,0.00043986,2.14566e-05,0.00334723,2.68208e-05,0.000906542,0.00317558,5.36415e-05,1.07283e-05,0.000407675,3.75491e-05,2.68208e-05,0.000729525,NA,1.60925e-05,5.36415e-06,5.36415e-05,0.00642625,0.00229586,0.00376563,NA,0.000241387,2.68208e-05,4.29132e-05,5.36415e-06,2.14566e-05,0.000901177,0.000230658,0.00015556,0.0058201,0.00152878,0.000970911,0.00157706,0.000997732,0.00308439,NA,4.29132e-05,0.000123375,0.000906542,5.36415e-06,0.000509594,0.000863628,0.000450589,0.0012123,2.68208e-05,NA,0.000327213,1.07283e-05,NA,NA,3.21849e-05,0.000139468,NA,0.000171653,2.68208e-05,0.00154488,NA,0.000112647,0.0010621,2.14566e-05,0.000134104,0.000278936,0.000160925,2.14566e-05,NA,NA,NA,2.68208e-05,0.00015556,5.36415e-06,2.68208e-05,0.000177017,0.340098,1.07283e-05,0.000316485,NA,0.00862555,5.36415e-06,0.000783166,5.36415e-06,NA,NA,NA,5.36415e-05,0.00190964,NA,5.90057e-05,NA,NA,5.36415e-06,0.000708068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36415e-05,NA,4.29132e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WL_T4_S40,0.00250992,2.3904e-05,0.000454177,0.00231869,0.0114739,0.000406369,0.00152986,NA,0.000406369,0.00011952,0.00126691,0.000334657,0.0023426,NA,NA,0.0143663,0.00506766,NA,0.0035617,0.00126691,0.000334657,0.00480471,NA,0.00107568,0.00272506,0.000215136,7.17121e-05,0.000597601,7.17121e-05,2.3904e-05,0.00121911,NA,0.000191232,NA,NA,0.00585649,0.00447005,0.00616724,NA,0.000549793,0.00011952,NA,2.3904e-05,NA,0.00124301,0.000764929,2.3904e-05,0.0088923,0.0023904,0.00107568,0.00172109,0.00160157,0.00480471,NA,4.78081e-05,0.000215136,0.00145815,NA,0.000382465,0.00286848,0.000956161,0.00277287,NA,NA,0.000597601,2.3904e-05,NA,NA,7.17121e-05,0.000358561,NA,0.000645409,0.000358561,0.00188842,4.78081e-05,0.000334657,0.00155376,2.3904e-05,0.000167328,0.000717121,0.000167328,2.3904e-05,NA,NA,NA,4.78081e-05,NA,4.78081e-05,4.78081e-05,7.17121e-05,0.0467324,NA,7.17121e-05,NA,0.0047569,NA,0.00160157,0.00011952,NA,2.3904e-05,NA,NA,0.00320314,NA,9.56161e-05,NA,NA,NA,0.00131472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56161e-05,NA,2.3904e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WL_T3_S182,0.000931802,1.3388e-05,8.30054e-05,0.00394677,0.00254371,0.000332022,0.000265082,NA,0.000157978,9.63934e-05,0.000610491,0.000107104,0.000495355,2.14207e-05,2.67759e-06,0.0739658,0.00960453,2.14207e-05,0.000581038,0.000238306,9.10382e-05,0.00107104,5.35519e-06,0.000136557,0.000398961,0.000168688,8.03278e-06,0.00114333,5.35519e-05,1.3388e-05,0.000109781,2.67759e-06,8.5683e-05,NA,8.03278e-06,0.00128792,0.000886283,0.00078989,1.3388e-05,0.000208852,3.74863e-05,2.40983e-05,8.03278e-06,NA,0.000259727,0.000179399,5.62295e-05,0.0014941,0.00034541,0.000182076,0.000273114,0.000187432,0.00118617,3.74863e-05,8.03278e-06,0.000227595,0.000332022,1.3388e-05,0.00014459,0.000431092,9.63934e-05,0.000273114,8.03278e-06,NA,6.69398e-05,5.8907e-05,NA,NA,8.83606e-05,0.000238306,NA,0.000621202,0.000128524,0.000230273,NA,0.000396284,0.000672076,NA,0.000157978,6.96174e-05,9.37158e-05,1.87432e-05,NA,2.67759e-06,NA,2.40983e-05,1.60656e-05,1.07104e-05,7.76502e-05,5.35519e-05,0.229424,8.03278e-06,8.83606e-05,NA,0.00605404,NA,0.000342732,6.69398e-05,2.67759e-06,NA,NA,5.35519e-06,0.00131738,NA,2.94535e-05,NA,2.67759e-06,8.03278e-06,0.000120492,2.67759e-06,NA,NA,NA,2.67759e-06,2.67759e-06,NA,NA,NA,NA,2.67759e-06,NA,2.67759e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
